system:index,0,1,AREA,Area_km2,Area_m2,BOTTOM,CENTREX,CENTREY,ID,LABEL,LEFT,PENTADE,QDGC,RIGHT,TOP,histogram,.geo
00000000000000001a18,95622.83137254952,,0.0069,73.94,7.393745104E7,-30.5,21.625,-30.458333,36272,DZ138,21.583333,3025_2135,3021BC,21.666667,-30.416667,{0=95622.83137254952},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a19,95628.8980392156,,0.0069,73.94,7.393745104E7,-30.5,21.708333,-30.458333,36273,DA138,21.666667,3025_2140,3021BC,21.75,-30.416667,{0=95628.8980392156},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a1a,95622.83137254916,,0.0069,73.94,7.393745104E7,-30.5,21.791667,-30.458333,36274,DB138,21.75,3025_2145,3021BD,21.833333,-30.416667,{0=95622.83137254916},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a1b,95622.82745098088,,0.0069,73.94,7.393745104E7,-30.5,21.875,-30.458333,36275,DC138,21.833333,3025_2150,3021BD,21.916667,-30.416667,{0=95622.82745098088},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a1c,95628.89411764705,,0.0069,73.94,7.393745104E7,-30.5,21.958333,-30.458333,36276,DD138,21.916667,3025_2155,3021BD,22.0,-30.416667,{0=95628.89411764705},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a1d,95622.83529411755,,0.0069,73.94,7.393745104E7,-30.5,22.041667,-30.458333,36277,DE138,22.0,3025_2200,3022AC,22.083333,-30.416667,{0=95622.83529411755},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a1e,95627.68235294163,,0.0069,73.94,7.393745104E7,-30.5,22.125,-30.458333,36278,DF138,22.083333,3025_2205,3022AC,22.166667,-30.416667,{0=95627.68235294163},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a1f,95622.8274509805,,0.0069,73.94,7.393745104E7,-30.5,22.208333,-30.458333,36279,DG138,22.166667,3025_2210,3022AC,22.25,-30.416667,{0=95622.8274509805},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a20,95624.035294118,,0.0069,73.94,7.393745104E7,-30.5,22.291667,-30.458333,36280,DH138,22.25,3025_2215,3022AD,22.333333,-30.416667,{0=95624.035294118},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a21,95621.68627451017,6.0,0.0069,73.94,7.393745104E7,-30.5,22.375,-30.458333,36281,DI138,22.333333,3025_2220,3022AD,22.416667,-30.416667,"{1=6.0, 0=95621.68627451017}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a22,95622.83137254915,,0.0069,73.94,7.393745104E7,-30.5,22.458333,-30.458333,36282,DJ138,22.416667,3025_2225,3022AD,22.5,-30.416667,{0=95622.83137254915},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a23,95622.82745098052,,0.0069,73.94,7.393745104E7,-30.5,22.541667,-30.458333,36283,DK138,22.5,3025_2230,3022BC,22.583333,-30.416667,{0=95622.82745098052},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a24,95628.8901960787,,0.0069,73.94,7.393745104E7,-30.5,22.625,-30.458333,36284,DL138,22.583333,3025_2235,3022BC,22.666667,-30.416667,{0=95628.8901960787},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a25,95622.83137254951,,0.0069,73.94,7.393745104E7,-30.5,22.708333,-30.458333,36285,DM138,22.666667,3025_2240,3022BC,22.75,-30.416667,{0=95622.83137254951},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a26,95627.68235294094,,0.0069,73.94,7.393745104E7,-30.5,22.791667,-30.458333,36286,DN138,22.75,3025_2245,3022BD,22.833333,-30.416667,{0=95627.68235294094},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a27,95622.83529411786,,0.0069,73.94,7.393745104E7,-30.5,22.875,-30.458333,36287,DO138,22.833333,3025_2250,3022BD,22.916667,-30.416667,{0=95622.83529411786},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a28,95622.83137254951,,0.0069,73.94,7.393745104E7,-30.5,22.958333,-30.458333,36288,DP138,22.916667,3025_2255,3022BD,23.0,-30.416667,{0=95622.83137254951},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a29,95628.89019607843,,0.0069,73.94,7.393745104E7,-30.5,23.041667,-30.458333,36289,DQ138,23.0,3025_2300,3023AC,23.083333,-30.416667,{0=95628.89019607843},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a2a,95622.82745098049,,0.0069,73.94,7.393745104E7,-30.5,23.125,-30.458333,36290,DR138,23.083333,3025_2305,3023AC,23.166667,-30.416667,{0=95622.82745098049},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a2b,95622.83137254907,,0.0069,73.94,7.393745104E7,-30.5,23.208333,-30.458333,36291,DS138,23.166667,3025_2310,3023AC,23.25,-30.416667,{0=95622.83137254907},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a2c,95627.68627450994,,0.0069,73.94,7.393745104E7,-30.5,23.291667,-30.458333,36292,DT138,23.25,3025_2315,3023AD,23.333333,-30.416667,{0=95627.68627450994},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a2d,95618.03529411799,6.0,0.0069,73.94,7.393745104E7,-30.5,23.375,-30.458333,36293,DU138,23.333333,3025_2320,3023AD,23.416667,-30.416667,"{1=6.0, 0=95618.03529411799}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a2e,95627.89411764719,1.0,0.0069,73.94,7.393745104E7,-30.5,23.458333,-30.458333,36294,DV138,23.416667,3025_2325,3023AD,23.5,-30.416667,"{1=1.0, 0=95627.89411764719}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a2f,95621.61960784339,,0.0069,73.94,7.393745104E7,-30.5,23.541667,-30.458333,36295,DW138,23.5,3025_2330,3023BC,23.583333,-30.416667,{0=95621.61960784339},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a30,95622.83529411745,,0.0069,73.94,7.393745104E7,-30.5,23.625,-30.458333,36296,DX138,23.583333,3025_2335,3023BC,23.666667,-30.416667,{0=95622.83529411745},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a31,95628.89411764708,,0.0069,73.94,7.393745104E7,-30.5,23.708333,-30.458333,36297,DY138,23.666667,3025_2340,3023BC,23.75,-30.416667,{0=95628.89411764708},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a32,95624.03921568663,,0.0069,73.94,7.393745104E7,-30.5,23.791667,-30.458333,36298,EZ138,23.75,3025_2345,3023BD,23.833333,-30.416667,{0=95624.03921568663},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a33,95622.83529411774,,0.0069,73.94,7.393745104E7,-30.5,23.875,-30.458333,36299,EA138,23.833333,3025_2350,3023BD,23.916667,-30.416667,{0=95622.83529411774},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a34,95627.68235294096,,0.0069,73.94,7.393745104E7,-30.5,23.958333,-30.458333,36300,EB138,23.916667,3025_2355,3023BD,24.0,-30.416667,{0=95627.68235294096},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a35,95622.8313725492,,0.0069,73.94,7.393745104E7,-30.5,24.041667,-30.458333,36301,EC138,24.0,3025_2400,3024AC,24.083333,-30.416667,{0=95622.8313725492},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a36,95624.03921568661,,0.0069,73.94,7.393745104E7,-30.5,24.125,-30.458333,36302,ED138,24.083333,3025_2405,3024AC,24.166667,-30.416667,{0=95624.03921568661},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a37,95627.68235294093,,0.0069,73.94,7.393745104E7,-30.5,24.208333,-30.458333,36303,EE138,24.166667,3025_2410,3024AC,24.25,-30.416667,{0=95627.68235294093},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a38,95617.831372549,5.0,0.0069,73.94,7.393745104E7,-30.5,24.291667,-30.458333,36304,EF138,24.25,3025_2415,3024AD,24.333333,-30.416667,"{1=5.0, 0=95617.831372549}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a39,95627.68235294131,,0.0069,73.94,7.393745104E7,-30.5,24.375,-30.458333,36305,EG138,24.333333,3025_2420,3024AD,24.416667,-30.416667,{0=95627.68235294131},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a3a,95622.83529411744,,0.0069,73.94,7.393745104E7,-30.5,24.458333,-30.458333,36306,EH138,24.416667,3025_2425,3024AD,24.5,-30.416667,{0=95622.83529411744},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a3b,95624.0352941179,,0.0069,73.94,7.393745104E7,-30.5,24.541667,-30.458333,36307,EI138,24.5,3025_2430,3024BC,24.583333,-30.416667,{0=95624.0352941179},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a3c,95627.68235294163,,0.0069,73.94,7.393745104E7,-30.5,24.625,-30.458333,36308,EJ138,24.583333,3025_2435,3024BC,24.666667,-30.416667,{0=95627.68235294163},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a3d,95622.83529411745,,0.0069,73.94,7.393745104E7,-30.5,24.708333,-30.458333,36309,EK138,24.666667,3025_2440,3024BC,24.75,-30.416667,{0=95622.83529411745},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a3e,95622.83529411744,,0.0069,73.94,7.393745104E7,-30.5,24.791667,-30.458333,36310,EL138,24.75,3025_2445,3024BD,24.833333,-30.416667,{0=95622.83529411744},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a3f,95628.89019607895,,0.0069,73.94,7.393745104E7,-30.5,24.875,-30.458333,36311,EM138,24.833333,3025_2450,3024BD,24.916667,-30.416667,{0=95628.89019607895},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a40,95617.04313725486,7.0,0.0069,73.94,7.393745104E7,-30.5,24.958333,-30.458333,36312,EN138,24.916667,3025_2455,3024BD,25.0,-30.416667,"{1=7.0, 0=95617.04313725486}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a41,95610.68627450995,17.0,0.0069,73.94,7.393745104E7,-30.5,25.041667,-30.458333,36313,EO138,25.0,3025_2500,3025AC,25.083333,-30.416667,"{1=17.0, 0=95610.68627450995}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a42,93346.08235294156,2276.7490196078425,0.0069,73.94,7.393745104E7,-30.5,25.125,-30.458333,36314,EP138,25.083333,3025_2505,3025AC,25.166667,-30.416667,"{1=2276.7490196078425, 0=93346.08235294156}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a43,94345.52941176482,1277.3019607843132,0.0069,73.94,7.393745104E7,-30.5,25.208333,-30.458333,36315,EQ138,25.166667,3025_2510,3025AC,25.25,-30.416667,"{1=1277.3019607843132, 0=94345.52941176482}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a44,95619.09411764721,11.0,0.0069,73.94,7.393745104E7,-30.5,25.291667,-30.458333,36316,ER138,25.25,3025_2515,3025AD,25.333333,-30.416667,"{1=11.0, 0=95619.09411764721}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a45,95597.61960784331,24.0,0.0069,73.94,7.393745104E7,-30.5,25.375,-30.458333,36317,ES138,25.333333,3025_2520,3025AD,25.416667,-30.416667,"{1=24.0, 0=95597.61960784331}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a46,95622.83137254954,,0.0069,73.94,7.393745104E7,-30.5,25.458333,-30.458333,36318,ET138,25.416667,3025_2525,3025AD,25.5,-30.416667,{0=95622.83137254954},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a47,95537.8980392156,91.0,0.0069,73.94,7.393745104E7,-30.5,25.541667,-30.458333,36319,EU138,25.5,3025_2530,3025BC,25.583333,-30.416667,"{1=91.0, 0=95537.8980392156}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a48,95594.03529411796,30.0,0.0069,73.94,7.393745104E7,-30.5,25.625,-30.458333,36320,EV138,25.583333,3025_2535,3025BC,25.666667,-30.416667,"{1=30.0, 0=95594.03529411796}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a49,95628.89411764737,,0.0069,73.94,7.393745104E7,-30.5,25.708333,-30.458333,36321,EW138,25.666667,3025_2540,3025BC,25.75,-30.416667,{0=95628.89411764737},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a4a,95609.83529411742,13.0,0.0069,73.94,7.393745104E7,-30.5,25.791667,-30.458333,36322,EX138,25.75,3025_2545,3025BD,25.833333,-30.416667,"{1=13.0, 0=95609.83529411742}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a4b,95622.83529411745,,0.0069,73.94,7.393745104E7,-30.5,25.875,-30.458333,36323,EY138,25.833333,3025_2550,3025BD,25.916667,-30.416667,{0=95622.83529411745},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a4c,94107.68627450983,1520.0,0.0069,73.94,7.393745104E7,-30.5,25.958333,-30.458333,36324,FZ138,25.916667,3025_2555,3025BD,26.0,-30.416667,"{1=1520.0, 0=94107.68627450983}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a4d,95589.03529411799,35.0,0.0069,73.94,7.393745104E7,-30.5,26.041667,-30.458333,36325,FA138,26.0,3025_2600,3026AC,26.083333,-30.416667,"{1=35.0, 0=95589.03529411799}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a4e,95149.50980392136,473.3254901960784,0.0069,73.94,7.393745104E7,-30.5,26.125,-30.458333,36326,FB138,26.083333,3025_2605,3026AC,26.166667,-30.416667,"{1=473.3254901960784, 0=95149.50980392136}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a4f,95506.01176470611,121.67058823529412,0.0069,73.94,7.393745104E7,-30.5,26.208333,-30.458333,36327,FC138,26.166667,3025_2610,3026AC,26.25,-30.416667,"{1=121.67058823529412, 0=95506.01176470611}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a50,95456.05882352951,166.77254901960785,0.0069,73.94,7.393745104E7,-30.5,26.291667,-30.458333,36328,FD138,26.25,3025_2615,3026AD,26.333333,-30.416667,"{1=166.77254901960785, 0=95456.05882352951}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a51,95351.65882352942,277.2274509803922,0.0069,73.94,7.393745104E7,-30.5,26.375,-30.458333,36329,FE138,26.333333,3025_2620,3026AD,26.416667,-30.416667,"{1=277.2274509803922, 0=95351.65882352942}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a52,95462.04313725515,162.0,0.0069,73.94,7.393745104E7,-30.5,26.458333,-30.458333,36330,FF138,26.416667,3025_2625,3026AD,26.5,-30.416667,"{1=162.0, 0=95462.04313725515}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a53,95358.82745098088,264.0,0.0069,73.94,7.393745104E7,-30.5,26.541667,-30.458333,36331,FG138,26.5,3025_2630,3026BC,26.583333,-30.416667,"{1=264.0, 0=95358.82745098088}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a54,95472.68235294094,155.0,0.0069,73.94,7.393745104E7,-30.5,26.625,-30.458333,36332,FH138,26.583333,3025_2635,3026BC,26.666667,-30.416667,"{1=155.0, 0=95472.68235294094}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a55,95264.83529411774,358.0,0.0069,73.94,7.393745104E7,-30.5,26.708333,-30.458333,36333,FI138,26.666667,3025_2640,3026BC,26.75,-30.416667,"{1=358.0, 0=95264.83529411774}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a56,95446.47450980406,177.56470588235294,0.0069,73.94,7.393745104E7,-30.5,26.791667,-30.458333,36334,FJ138,26.75,3025_2645,3026BD,26.833333,-30.416667,"{1=177.56470588235294, 0=95446.47450980406}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a57,95578.49803921583,49.1843137254902,0.0069,73.94,7.393745104E7,-30.5,26.875,-30.458333,36335,FK138,26.833333,3025_2650,3026BD,26.916667,-30.416667,"{1=49.1843137254902, 0=95578.49803921583}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a58,95620.83137254915,2.0,0.0069,73.94,7.393745104E7,-30.5,26.958333,-30.458333,36336,FL138,26.916667,3025_2655,3026BD,27.0,-30.416667,"{1=2.0, 0=95620.83137254915}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a59,95558.83529411761,64.0,0.0069,73.94,7.393745104E7,-30.5,27.041667,-30.458333,36337,FM138,27.0,3025_2700,3027AC,27.083333,-30.416667,"{1=64.0, 0=95558.83529411761}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a5a,95601.89019607843,27.0,0.0069,73.94,7.393745104E7,-30.5,27.125,-30.458333,36338,FN138,27.083333,3025_2705,3027AC,27.166667,-30.416667,"{1=27.0, 0=95601.89019607843}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a5b,95040.46274509837,583.5725490196078,0.0069,73.94,7.393745104E7,-30.5,27.208333,-30.458333,36339,FO138,27.166667,3025_2710,3027AC,27.25,-30.416667,"{1=583.5725490196078, 0=95040.46274509837}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a5c,95409.90980392176,218.98039215686276,0.0069,73.94,7.393745104E7,-30.5,27.291667,-30.458333,36340,FP138,27.25,3025_2715,3027AD,27.333333,-30.416667,"{1=218.98039215686276, 0=95409.90980392176}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a5d,95598.2666666668,24.56470588235294,0.0069,73.94,7.393745104E7,-30.5,27.375,-30.458333,36341,FQ138,27.333333,3025_2720,3027AD,27.416667,-30.416667,"{1=24.56470588235294, 0=95598.2666666668}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a5e,95621.61568627413,,0.0069,73.94,7.393745104E7,-30.5,27.458333,-30.458333,36342,FR138,27.416667,3025_2725,3027AD,27.5,-30.416667,{0=95621.61568627413},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a5f,95628.10196078478,2.0,0.0069,73.94,7.393745104E7,-30.5,27.541667,-30.458333,36343,FS138,27.5,3025_2730,3027BC,27.583333,-30.416667,"{1=2.0, 0=95628.10196078478}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a60,95622.83137254944,,0.0069,73.94,7.393745104E7,-30.5,27.625,-30.458333,36344,FT138,27.583333,3025_2735,3027BC,27.666667,-30.416667,{0=95622.83137254944},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a61,95622.83529411777,,0.0069,73.94,7.393745104E7,-30.5,27.708333,-30.458333,36345,FU138,27.666667,3025_2740,3027BC,27.75,-30.416667,{0=95622.83529411777},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a62,95627.68235294093,,0.0069,73.94,7.393745104E7,-30.5,27.791667,-30.458333,36346,FV138,27.75,3025_2745,3027BD,27.833333,-30.416667,{0=95627.68235294093},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a63,95624.03921568657,,0.0069,73.94,7.393745104E7,-30.5,27.875,-30.458333,36347,FW138,27.833333,3025_2750,3027BD,27.916667,-30.416667,{0=95624.03921568657},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a64,95628.89019607843,,0.0069,73.94,7.393745104E7,-30.5,27.958333,-30.458333,36348,FX138,27.916667,3025_2755,3027BD,28.0,-30.416667,{0=95628.89019607843},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a65,95622.82745098049,,0.0069,73.94,7.393745104E7,-30.5,28.041667,-30.458333,36349,FY138,28.0,3025_2800,3028AC,28.083333,-30.416667,{0=95622.82745098049},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a66,95622.83137254915,,0.0069,73.94,7.393745104E7,-30.5,28.125,-30.458333,36350,GZ138,28.083333,3025_2805,3028AC,28.166667,-30.416667,{0=95622.83137254915},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a67,95627.6823529413,,0.0069,73.94,7.393745104E7,-30.5,28.208333,-30.458333,36351,GA138,28.166667,3025_2810,3028AC,28.25,-30.416667,{0=95627.6823529413},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a68,95624.03529411799,,0.0069,73.94,7.393745104E7,-30.5,28.291667,-30.458333,36352,GB138,28.25,3025_2815,3028AD,28.333333,-30.416667,{0=95624.03529411799},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a69,95622.82745098049,,0.0069,73.94,7.393745104E7,-30.5,28.375,-30.458333,36353,GC138,28.333333,3025_2820,3028AD,28.416667,-30.416667,{0=95622.82745098049},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a6a,95627.68235294154,,0.0069,73.94,7.393745104E7,-30.5,28.458333,-30.458333,36354,GD138,28.416667,3025_2825,3028AD,28.5,-30.416667,{0=95627.68235294154},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a6b,95622.83529411744,,0.0069,73.94,7.393745104E7,-30.5,28.541667,-30.458333,36355,GE138,28.5,3025_2830,3028BC,28.583333,-30.416667,{0=95622.83529411744},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a6c,95612.68235294132,15.0,0.0069,73.94,7.393745104E7,-30.5,28.625,-30.458333,36356,GF138,28.583333,3025_2835,3028BC,28.666667,-30.416667,"{1=15.0, 0=95612.68235294132}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a6d,95620.03921568666,4.0,0.0069,73.94,7.393745104E7,-30.5,28.708333,-30.458333,36357,GG138,28.666667,3025_2840,3028BC,28.75,-30.416667,"{1=4.0, 0=95620.03921568666}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a6e,95622.83137254915,,0.0069,73.94,7.393745104E7,-30.5,28.791667,-30.458333,36358,GH138,28.75,3025_2845,3028BD,28.833333,-30.416667,{0=95622.83137254915},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a6f,95605.68627450996,22.0,0.0069,73.94,7.393745104E7,-30.5,28.875,-30.458333,36359,GI138,28.833333,3025_2850,3028BD,28.916667,-30.416667,"{1=22.0, 0=95605.68627450996}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a70,95579.83137254926,43.0,0.0069,73.94,7.393745104E7,-30.5,28.958333,-30.458333,36360,GJ138,28.916667,3025_2855,3028BD,29.0,-30.416667,"{1=43.0, 0=95579.83137254926}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a71,95599.035294118,25.0,0.0069,73.94,7.393745104E7,-30.5,29.041667,-30.458333,36361,GK138,29.0,3025_2900,3029AC,29.083333,-30.416667,"{1=25.0, 0=95599.035294118}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a72,95474.89411764668,154.0,0.0069,73.94,7.393745104E7,-30.5,29.125,-30.458333,36362,GL138,29.083333,3025_2905,3029AC,29.166667,-30.416667,"{1=154.0, 0=95474.89411764668}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a73,95409.00000000033,212.61960784313726,0.0069,73.94,7.393745104E7,-30.5,29.208333,-30.458333,36363,GM138,29.166667,3025_2910,3029AC,29.25,-30.416667,"{1=212.61960784313726, 0=95409.00000000033}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a74,95564.83137254938,58.0,0.0069,73.94,7.393745104E7,-30.5,29.291667,-30.458333,36364,GN138,29.25,3025_2915,3029AD,29.333333,-30.416667,"{1=58.0, 0=95564.83137254938}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a75,95540.89803921556,88.0,0.0069,73.94,7.393745104E7,-30.5,29.375,-30.458333,36365,GO138,29.333333,3025_2920,3029AD,29.416667,-30.416667,"{1=88.0, 0=95540.89803921556}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a76,95604.03529411799,20.0,0.0069,73.94,7.393745104E7,-30.5,29.458333,-30.458333,36366,GP138,29.416667,3025_2925,3029AD,29.5,-30.416667,"{1=20.0, 0=95604.03529411799}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a77,95204.81960784331,422.8627450980392,0.0069,73.94,7.393745104E7,-30.5,29.541667,-30.458333,36367,GQ138,29.5,3025_2930,3029BC,29.583333,-30.416667,"{1=422.8627450980392, 0=95204.81960784331}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a78,95605.62745098019,17.2078431372549,0.0069,73.94,7.393745104E7,-30.5,29.625,-30.458333,36368,GR138,29.583333,3025_2935,3029BC,29.666667,-30.416667,"{1=17.2078431372549, 0=95605.62745098019}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a79,95622.83529411744,,0.0069,73.94,7.393745104E7,-30.5,29.708333,-30.458333,36369,GS138,29.666667,3025_2940,3029BC,29.75,-30.416667,{0=95622.83529411744},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a7a,95628.89019607872,,0.0069,73.94,7.393745104E7,-30.5,29.791667,-30.458333,36370,GT138,29.75,3025_2945,3029BD,29.833333,-30.416667,{0=95628.89019607872},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a7b,95622.83529411776,,0.0069,73.94,7.393745104E7,-30.5,29.875,-30.458333,36371,GU138,29.833333,3025_2950,3029BD,29.916667,-30.416667,{0=95622.83529411776},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a7c,95622.83529411744,,0.0069,73.94,7.393745104E7,-30.5,29.958333,-30.458333,36372,GV138,29.916667,3025_2955,3029BD,30.0,-30.416667,{0=95622.83529411744},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a7d,95202.66666666664,425.0156862745098,0.0069,73.94,7.393745104E7,-30.5,30.041667,-30.458333,36373,GW138,30.0,3025_3000,3030AC,30.083333,-30.416667,"{1=425.0156862745098, 0=95202.66666666664}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a7e,95305.00392156874,317.8274509803922,0.0069,73.94,7.393745104E7,-30.5,30.125,-30.458333,36374,GX138,30.083333,3025_3005,3030AC,30.166667,-30.416667,"{1=317.8274509803922, 0=95305.00392156874}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a7f,95626.88235294117,2.0,0.0069,73.94,7.393745104E7,-30.5,30.208333,-30.458333,36375,GY138,30.166667,3025_3010,3030AC,30.25,-30.416667,"{1=2.0, 0=95626.88235294117}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a80,95622.83137254952,,0.0069,73.94,7.393745104E7,-30.5,30.291667,-30.458333,36376,HZ138,30.25,3025_3015,3030AD,30.333333,-30.416667,{0=95622.83137254952},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a81,95622.83137254944,,0.0069,73.94,7.393745104E7,-30.5,30.375,-30.458333,36377,HA138,30.333333,3025_3020,3030AD,30.416667,-30.416667,{0=95622.83137254944},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a82,95627.68235294093,,0.0069,73.94,7.393745104E7,-30.5,30.458333,-30.458333,36378,HB138,30.416667,3025_3025,3030AD,30.5,-30.416667,{0=95627.68235294093},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a83,95624.03921568661,,0.0069,73.94,7.393745104E7,-30.5,30.541667,-30.458333,36379,HC138,30.5,3025_3030,3030BC,30.583333,-30.416667,{0=95624.03921568661},"{""type"":""MultiPoint"",""coordinates"":[]}"
